ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
762-21-7719|4104856064667318817|Lee|Bradford|M|220 Cooper Glen Suite 324|Cuero|TX|77954|29.091|-97.2812|11506|Geophysicist/field seismologist|1959-08-03|125832483941|adults_50up_male_urban.json
044-65-6516|375743319069011|James|Turner|M|1184 Mosley Brooks|Batavia|NY|14020|43.0003|-78.1929|23306|Publishing copy|2002-01-21|927920880958|young_adults_male_urban.json
313-87-2896|4374327531716|Julie|Brown|F|1487 Thomas Burg|Schenectady|NY|12306|42.7904|-73.9809|162643|Multimedia specialist|1951-04-28|353634278682|adults_50up_female_urban.json
754-07-9023|6547153995264938|Nathan|Davis|M|74149 Kenneth Highway Suite 121|Tucson|AZ|85706|32.1392|-110.9451|865276|Customer service manager|1966-05-29|692389817651|adults_50up_male_urban.json
434-56-2894|502079180910|Lee|Warner|M|1689 Gutierrez Mount|Valley Stream|NY|11580|40.6742|-73.7057|60957|Food technologist|1988-05-30|143977429086|adults_2550_male_urban.json
539-66-3802|573178620668|Brian|Wise|M|8113 Ayers Station|Lachine|MI|49753|45.0429|-83.7491|2057|Psychologist, clinical|2004-09-26|129862421279|young_adults_male_rural.json
456-82-9715|4495037547682|Gary|Johnston|M|8452 Ryan Coves|Monroe|NY|10950|41.3286|-74.1885|47226|Conservation officer, historic buildings|1959-10-17|794488811228|adults_50up_male_urban.json
187-28-2050|6586220614131640|Tammy|Martin|F|171 Andrew Ford Apt. 407|Omaha|NE|68108|41.2382|-95.9336|518429|Trade union research officer|1979-09-15|246581636576|adults_2550_female_urban.json
335-72-4024|213133418750438|Hannah|Henson|F|0173 Natalie Burgs|Tampa|FL|33613|28.0772|-82.4455|717255|Printmaker|1964-05-05|39571500264|adults_50up_female_urban.json
807-98-1623|3569299244016742|Timothy|Rodriguez|M|48640 Brittany Dale|Fords|NJ|08863|40.5392|-74.3117|12320|Lecturer, higher education|1981-04-11|520041885748|adults_2550_male_urban.json
227-21-0880|4634557387421750050|Matthew|Prince|M|7249 Raymond Fields Apt. 796|Erie|PA|16510|42.1087|-79.9535|187498|Health promotion specialist|1972-08-27|398946967963|adults_50up_male_urban.json
667-40-1179|4238997098870341|Paul|Warren|M|1196 Montgomery Corner|Gardendale|AL|35071|33.7189|-86.8225|15661|Energy engineer|2001-09-30|140583276758|young_adults_male_urban.json
743-31-0813|3536114799459553|Wanda|Harper|F|418 Allen Parks|Newtown Square|PA|19073|39.9863|-75.407|18332|Academic librarian|1990-01-23|746930653198|adults_2550_female_urban.json
112-25-1838|4073443121156869|Jonathan|Grant|M|091 Hart Corners Suite 063|Morehead City|NC|28557|34.7253|-76.7531|14429|Pension scheme manager|1976-08-26|979286423727|adults_2550_male_urban.json
470-61-3689|3582214670454443|Amber|Patel|F|7826 Vanessa Fort Apt. 624|Bakersfield|CA|93301|35.3866|-119.0171|520197|Air broker|1969-02-08|259588204397|adults_50up_female_urban.json
372-52-0631|6597288859738681|Christine|Potts|F|272 Ethan Drive Suite 700|Mesa|AZ|85215|33.4707|-111.7188|478404|Environmental consultant|1966-05-06|686250926482|adults_50up_female_urban.json
047-06-1328|3522535303545790|Traci|Gallagher|F|242 Luke Parkways Suite 226|Star|ID|83669|43.7013|-116.4967|7365|Investment analyst|1978-09-13|31187697757|adults_2550_female_urban.json
448-07-8881|4515898062384831325|Tanner|Perry|M|275 Shepard Station|Peachtree City|GA|30269|33.3915|-84.5635|35069|Surveyor, planning and development|1932-05-06|928065554378|adults_50up_male_urban.json
374-13-9870|630493077899|Steven|Cross|M|12708 Trevor Valley Suite 419|Louisville|KY|40258|38.1457|-85.8641|736284|Comptroller|1998-01-30|597213028599|adults_2550_male_urban.json
117-38-0692|30015028357103|Alexandra|Griffin|F|27289 Roy Trafficway Apt. 519|Gwynn Oak|MD|21207|39.3296|-76.7341|48133|Web designer|1984-10-29|517417916028|adults_2550_female_urban.json
467-27-8009|3549202732392398|Preston|Turner|M|083 Jones Summit|Hemet|CA|92544|33.739|-116.9243|117746|Designer, textile|1956-03-17|15435464424|adults_50up_male_urban.json
560-89-1651|3547860455353020|Dean|Jackson|M|581 Flores Ranch|Irving|TX|75061|32.8267|-96.9633|217883|Quantity surveyor|2006-01-01|334211390906|young_adults_male_urban.json
370-32-8568|4908877314120|Richard|Hill|M|2497 Allen Street|Columbus|OH|43228|39.9648|-83.126|783285|Adult guidance worker|1993-06-04|719300408352|adults_2550_male_urban.json
548-90-7276|2285994383859002|Julian|Jones|M|64520 Matthew Roads Apt. 879|Cedar Falls|IA|50613|42.5241|-92.4497|42031|Scientist, clinical (histocompatibility and immunogenetics)|1975-10-17|54448126086|adults_2550_male_urban.json
074-16-0786|3599392246340006|Michael|Johnson|M|63252 Christina Shore Apt. 373|Irvine|CA|92603|33.6245|-117.794|212569|Historic buildings inspector/conservation officer|1956-05-03|725156832445|adults_50up_male_urban.json
494-60-6675|4076774268487148|William|Murray|M|8842 Joshua Courts|Shelton|WA|98584|47.2633|-123.1597|36630|Insurance account manager|1990-10-29|721698409052|adults_2550_male_urban.json
710-10-3754|4388899904733776746|Michael|Chavez|M|73510 Wilkins Course Suite 095|Scottsdale|AZ|85254|33.6165|-111.9554|268597|Development worker, international aid|1988-01-24|473821422425|adults_2550_male_urban.json
031-82-2880|4861465212181685736|Bridget|Barber|F|691 Hall Lights Suite 526|Elkview|WV|25071|38.3869|-81.4504|11697|Surveyor, hydrographic|1984-02-15|763687962081|adults_2550_female_urban.json
250-58-4119|30219316537091|Cynthia|Brown|F|5264 Gay Lodge Apt. 015|Dallas|TX|75224|32.7114|-96.8387|1263321|Designer, graphic|2000-09-04|280826217396|young_adults_female_urban.json
347-15-4718|3502348951504422|Justin|Patterson|M|07602 Audrey Coves|Dearborn|MI|48124|42.2941|-83.2536|98153|English as a foreign language teacher|1971-07-02|768699450402|adults_50up_male_urban.json
371-62-3597|2290740809369586|Kathleen|Smith|F|5662 Tran Turnpike Apt. 408|South Amboy|NJ|08879|40.464|-74.2742|23537|Osteopath|1979-09-24|313134156288|adults_2550_female_urban.json
255-70-8684|5326288753622999|Julia|Li|F|849 Erika Drive Suite 022|Omaha|NE|68127|41.2074|-96.0612|518429|Warehouse manager|1978-11-16|444861922455|adults_2550_female_urban.json
213-78-7684|5511642818114472|David|Lindsey|M|332 Bishop Route Apt. 151|San Antonio|TX|78233|29.5563|-98.3643|1595797|Horticulturist, commercial|1947-09-06|973354665591|adults_50up_male_urban.json
419-37-9357|180081614444059|Ruben|Strickland|M|477 Dennis Brook Apt. 127|Union Grove|WI|53182|42.6896|-88.039|9412|Academic librarian|1973-04-12|183282334527|adults_50up_male_urban.json
298-39-3045|36106697481565|Jacob|Dennis|M|74382 Franklin Islands|Cleveland|OH|44102|41.4735|-81.7398|769341|Chiropodist|1972-11-06|801305893425|adults_50up_male_urban.json
668-58-2331|4432618593634453|Jennifer|Cruz|F|60907 Roy Lane|Rancho Cordova|CA|95670|38.6072|-121.2761|60722|Warehouse manager|1992-03-01|904012500638|adults_2550_female_urban.json
143-84-6621|30215609071087|Samantha|Aguirre|F|904 Shannon Stravenue Apt. 675|East Northport|NY|11731|40.857|-73.3146|30184|Museum/gallery conservator|1968-11-11|904194872177|adults_50up_female_urban.json
681-92-3330|6509591489383837|Brenda|Austin|F|76822 James Junction Suite 777|Shawnee Mission|KS|66208|38.9938|-94.634|370212|Trade union research officer|1995-03-06|984245566536|adults_2550_female_urban.json
146-69-5639|4581394401074|Alicia|Smith|F|77090 Maureen Walk Apt. 785|Katy|TX|77494|29.7404|-95.8304|250975|Artist|1959-11-13|544412319349|adults_50up_female_urban.json
468-69-2825|4120302334807770|Jack|Webb|M|123 Joshua View|Fredericktown|OH|43019|40.4976|-82.5857|8700|Primary school teacher|1995-10-08|605262690156|adults_2550_male_urban.json
447-59-6439|4295406828304159|Sarah|Olson|F|5838 Eric Oval|Sylacauga|AL|35150|33.1717|-86.2713|26104|Surveyor, building|1967-12-09|636744729213|adults_50up_female_urban.json
090-33-4049|630469493955|Christopher|Jones|M|80295 Mcpherson Divide Apt. 740|Glen Burnie|MD|21061|39.1618|-76.6297|82907|Astronomer|1972-01-23|463751359805|adults_50up_male_urban.json
085-59-8224|3566802424280385|Melissa|Davis|F|700 Robert Bridge Suite 854|Opelousas|LA|70570|30.5144|-92.0897|38987|Solicitor|1995-04-22|449898704373|adults_2550_female_urban.json
101-24-6486|30270439716237|Robin|Schaefer|F|10138 Danielle Drive Suite 209|Washougal|WA|98671|45.5959|-122.3104|21220|Rural practice surveyor|2000-08-02|757717810668|young_adults_female_urban.json
145-79-6161|30167590368784|Erik|Fields|M|519 Clark Plains|Port Jefferson Station|NY|11776|40.9136|-73.0464|24235|Education officer, environmental|1969-11-14|391454251444|adults_50up_male_urban.json
524-39-3432|4328699993944012|Olivia|Martin|F|54502 Samuel Ville|North Hollywood|CA|91601|34.1687|-118.3713|155954|Geophysicist/field seismologist|1977-11-18|517444934526|adults_2550_female_urban.json
336-38-5350|30153995582120|Laura|Ibarra|F|72280 Gray Port|Washington|DC|20032|38.8338|-76.9995|601723|Dance movement psychotherapist|1974-11-21|705090853994|adults_2550_female_urban.json
120-92-0623|3554551230065118|Jose|Miller|M|89828 Gregory Flats|Sandy Spring|MD|20860|39.1503|-77.0291|2396|Prison officer|1931-02-12|826033491743|adults_50up_male_rural.json
208-28-4866|4321629362456|Marc|Romero|M|27141 Knapp Glen|Wagram|NC|28396|34.9044|-79.3959|2732|Programme researcher, broadcasting/film/video|1961-06-09|764109927540|adults_50up_male_urban.json
089-50-1729|213178573294888|Ricardo|Rivas|M|3812 Marcus Roads Apt. 806|Germantown|WI|53022|43.2189|-88.1165|18920|Hydrogeologist|1987-02-18|56081797533|adults_2550_male_urban.json
706-06-9240|6011310898100638|Shannon|Chang|F|044 Matthew Extension Apt. 255|Meadville|PA|16335|41.6338|-80.1488|28445|Marketing executive|1945-09-28|723189787004|adults_50up_female_urban.json
680-21-4614|4758447821370392028|Melissa|Santos|F|19160 Kevin Shores|Miami|FL|33133|25.7378|-80.2248|1737737|Air cabin crew|1974-06-11|295773099406|adults_50up_female_urban.json
842-49-3779|6515191504688377|Jasmine|Chen|F|4736 Linda Rapids|Tremont|IL|61568|40.5053|-89.4833|4459|Ceramics designer|1987-03-27|852574788797|adults_2550_female_urban.json
333-27-7575|4389781657273114939|Jessica|Robertson|F|467 Cynthia Stravenue Suite 612|North Olmsted|OH|44070|41.4201|-81.9131|32902|Scientist, research (maths)|1960-10-08|585493030641|adults_50up_female_urban.json
128-27-8178|3541816250430906|Robert|Randolph|M|8336 Garcia Unions Apt. 651|Springfield|MA|01109|42.1145|-72.5543|144116|Multimedia specialist|1997-06-05|716822166937|adults_2550_male_urban.json
727-41-3304|4216934556486779|Bianca|Palmer|F|54522 Williams Valley Apt. 855|Elk Grove|CA|95624|38.4232|-121.3599|162646|Solicitor|1972-03-16|818413926102|adults_50up_female_urban.json
794-69-6527|2720276233799502|Kendra|Fernandez|F|52680 Becker Corners|La Palma|CA|90623|33.8491|-118.0398|15554|Therapist, music|2002-07-27|563529038332|young_adults_female_urban.json
641-74-4843|3562859834023361|Michael|Harrison|M|3973 Carson Key|Meridian|ID|83642|43.615|-116.3975|84106|Social worker|1959-10-19|748093679474|adults_50up_male_urban.json
507-82-5149|4307424229577859125|Charles|Brown|M|51511 Johnson Fort Apt. 005|Los Angeles|CA|90026|34.0766|-118.2646|2383912|Clinical biochemist|1997-08-02|535870199072|adults_2550_male_urban.json
236-81-5160|4123778548952865|Rebecca|Ochoa|F|35040 Kevin Drives|West Covina|CA|91792|34.0229|-117.8975|108175|Dispensing optician|1987-11-26|434582287998|adults_2550_female_urban.json
461-12-7991|30209125965187|Kerri|Oconnor|F|793 Allison Roads|Menominee|MI|49858|45.1343|-87.6215|12088|Engineer, site|1975-03-28|117561162777|adults_2550_female_urban.json
451-72-3221|213162394661954|Beth|Myers|F|53183 Cain Pike|Ashville|OH|43103|39.7316|-82.9446|10697|Water engineer|1969-09-16|279289467108|adults_50up_female_urban.json
399-20-8105|630413220405|Adam|Jones|M|615 Hatfield Mount Apt. 663|Xenia|OH|45385|39.6842|-83.9369|37247|Education officer, environmental|1993-01-31|187239171547|adults_2550_male_urban.json
789-62-1889|582606104724|Jason|Rivera|M|33277 Donna Spurs Suite 627|Springfield|VA|22150|38.7797|-77.1866|104396|Quality manager|1987-01-21|810804610351|adults_2550_male_urban.json
270-68-7871|4439981466336637|Anthony|Roach|M|07969 Joyce Station Apt. 541|Afton|OK|74331|36.6296|-94.9432|7258|Multimedia programmer|1985-01-13|780610684086|adults_2550_male_urban.json
620-11-8534|3598806999487061|Alexandria|Larson|F|53307 Melinda Parks|Libertyville|IL|60048|42.281|-87.95|29095|Operational investment banker|1937-04-13|634107552537|adults_50up_female_urban.json
425-69-6083|341619669998705|Jeffery|Garza|M|3874 Lee Village|Lakewood|WA|98498|47.1591|-122.5485|62135|Horticultural consultant|1971-01-26|274980603632|adults_50up_male_urban.json
380-66-0919|6531809032374331|Renee|Chavez|F|57326 Nicolas Inlet|Holcomb|KS|67851|37.9931|-100.9893|2691|Accountant, chartered|1972-02-23|826402519527|adults_50up_female_urban.json
161-39-9731|4216450192270043779|Lori|Hampton|F|474 Diane Mountains|Chicago|IL|60647|41.9209|-87.7043|2680484|Pharmacist, community|1977-02-23|831874489718|adults_2550_female_urban.json
406-69-9272|371592952690300|Natalie|Smith|F|445 Eddie Harbors Apt. 439|Union|MO|63084|38.4456|-91.0206|17414|Journalist, magazine|1976-12-05|37078841460|adults_2550_female_urban.json
335-54-1127|30459212339412|Joshua|Robertson|M|3110 Katelyn Port Suite 838|Los Angeles|CA|90039|34.1121|-118.2594|2383912|Air traffic controller|1975-06-12|784420306890|adults_2550_male_urban.json
073-39-2471|4432233087247|Jodi|Humphrey|F|0617 Kennedy Lane Suite 338|Washington|DC|20010|38.9327|-77.0322|601723|Surveyor, planning and development|1967-10-20|584281245882|adults_50up_female_urban.json
662-90-2863|213110366136984|Nicole|Leach|F|379 Shaw Skyway Apt. 780|Bristow|VA|20136|38.7343|-77.5474|28498|Translator|1976-10-12|112626454660|adults_2550_female_urban.json
724-27-4962|4050946017627766|James|Chavez|M|3002 Jacob Valley|Parker|CO|80138|39.5102|-104.7216|84861|Clinical cytogeneticist|1997-05-21|353517089442|adults_2550_male_urban.json
205-65-5892|349499357277635|Dawn|Mendoza|F|603 Larry Manors Apt. 735|Tempe|AZ|85283|33.3665|-111.9312|167311|Travel agency manager|1994-07-29|602365139020|adults_2550_female_urban.json
124-56-3604|3542509274310639|Laura|Williams|F|506 Donald Center|Reading|PA|19606|40.3351|-75.875|213013|Scientist, research (life sciences)|1953-07-08|408434662284|adults_50up_female_urban.json
111-47-8096|4554818093769|Lindsey|Harrison|F|8651 Adkins Row Apt. 616|Martinsville|IN|46151|39.4776|-86.4668|30921|Doctor, general practice|2004-06-20|884088210940|young_adults_female_urban.json
274-06-5201|4986774887562|April|Rodriguez|F|0161 Rollins Landing Apt. 217|Wayne|NJ|07470|40.9471|-74.2466|54717|Insurance broker|1992-05-19|609422473344|adults_2550_female_urban.json
884-53-1100|676230047174|Gina|Rogers|F|1150 Erika Junctions|North Hollywood|CA|91605|34.2057|-118.4001|155954|Sales executive|1936-04-14|338738867626|adults_50up_female_urban.json
899-67-4296|3581100535110653|Stephanie|Baldwin|F|5987 Contreras Well Suite 885|Tyler|TX|75703|32.2768|-95.3031|144160|Financial adviser|1988-02-10|17105841270|adults_2550_female_urban.json
419-19-0820|3522708420526049|Michael|Gonzalez|M|1814 Rachel Trail|Virginia Beach|VA|23454|36.8282|-76.0237|437994|Press sub|1955-05-21|82467898424|adults_50up_male_urban.json
363-70-8920|6011316635909728|Robert|Rhodes|M|4427 Ashley Streets|Idaho Falls|ID|83404|43.475|-112.0124|101543|Sales professional, IT|1991-11-21|731918973031|adults_2550_male_urban.json
819-66-9626|4273127915662939|Denise|Salazar|F|906 Sheila Stream|Loveland|CO|80538|40.4262|-105.09|82751|Scientist, research (life sciences)|1974-05-09|451996917672|adults_50up_female_urban.json
439-46-0543|4261822863784354871|Jenna|Thomas|F|94691 Harvey Center Suite 047|Helena|MT|59601|46.6131|-112.0213|53568|Counsellor|1997-06-17|536359363702|adults_2550_female_urban.json
032-63-2505|5362287883337408|Brian|Sanchez|M|0322 Everett Meadows Apt. 127|San Mateo|CA|94404|37.5538|-122.27|131801|Hydrologist|1983-03-20|412385559256|adults_2550_male_urban.json
324-80-4151|30185877534696|Thomas|Ford|M|411 Gonzalez Trail Suite 815|Louisville|KY|40291|38.1313|-85.5754|736284|Engineer, civil (consulting)|1965-06-12|537857484549|adults_50up_male_urban.json
381-08-5105|4379699598949000|Kyle|Smith|M|175 Derek Extension|Charlotte|NC|28273|35.1287|-80.9338|790689|Clothing/textile technologist|1954-05-25|889162436822|adults_50up_male_urban.json
783-93-2193|4014975573650388980|Matthew|Black|M|870 Zachary Mission|Mecca|CA|92254|33.545|-116.0187|12768|Horticulturist, commercial|1975-02-19|262379692725|adults_2550_male_urban.json
474-25-5258|676286130742|Julie|Lopez|F|40533 Michael Skyway|Cupertino|CA|95014|37.318|-122.0449|60717|Occupational therapist|1979-04-10|376335930880|adults_2550_female_urban.json
227-98-6721|4237635293655695896|Donald|Tanner|M|2097 David Springs Suite 582|Boston|MA|02125|42.3148|-71.0672|386505|Lecturer, higher education|1996-04-08|305463980475|adults_2550_male_urban.json
241-33-1644|6011350188360500|James|Todd|M|3696 Thornton Orchard Suite 758|East Orange|NJ|07017|40.7696|-74.2077|64267|Industrial buyer|1969-06-14|981413305851|adults_50up_male_urban.json
713-54-1422|5597943255884404|Eric|Jackson|M|344 William Union|Arlington|TX|76016|32.6889|-97.1905|370281|Charity officer|1953-12-23|888188995599|adults_50up_male_urban.json
435-03-2419|30351641317111|Ann|Rivera|F|146 Eric Courts Suite 636|Derby|KS|67037|37.553|-97.2549|26577|Corporate investment banker|1992-05-24|9615996734|adults_2550_female_urban.json
372-95-7876|213162975987968|Brandon|English|M|6214 Rogers Park|Knoxville|TN|37919|35.9244|-84.0015|391389|Hospital doctor|1955-08-18|676808262602|adults_50up_male_urban.json
363-50-0640|4751420859673983|Ronald|Lopez|M|3146 Jerry Landing Suite 484|Olathe|KS|66061|38.8865|-94.8204|130216|Financial trader|1980-04-17|615692238833|adults_2550_male_urban.json
862-44-9510|213171236098580|Anna|Goodman|F|49322 Roy Pine|Bend|OR|97702|44.0223|-121.2985|105390|Accountant, chartered management|1975-07-12|88505737891|adults_2550_female_urban.json
420-40-9450|376382213611997|Rebecca|Stephens|F|41499 Kristin Turnpike|Poplar Grove|IL|61065|42.3594|-88.8428|11156|Publishing copy|1991-04-18|595853567668|adults_2550_female_urban.json
042-99-3132|3537613679150835|Peter|Lang|M|3107 Combs Summit|Brookfield|OH|44403|41.248|-80.5788|3820|Surveyor, quantity|1990-11-25|368155793152|adults_2550_male_urban.json
761-81-7387|4558582598237721495|Alexander|Brown|M|288 Rhodes Estates|Saint James|NY|11780|40.8813|-73.1591|15524|Insurance account manager|1965-01-29|107942074724|adults_50up_male_urban.json
791-94-5474|341628009567401|Matthew|Hernandez|M|313 Gibson Underpass Suite 513|Shawnee Mission|KS|66215|38.949|-94.7405|370212|Chief Financial Officer|1990-03-22|188502742906|adults_2550_male_urban.json
030-08-0392|213107440776215|Sarah|Oneill|F|74789 Ruiz Land Apt. 977|Chagrin Falls|OH|44023|41.3872|-81.3042|33867|Field trials officer|1970-03-15|177581892480|adults_50up_female_urban.json
157-43-2349|3535133005516411|Thomas|Ramos|M|46880 Donna Ridges|Dansville|NY|14437|42.57|-77.7109|11415|Town planner|1990-02-25|627765656999|adults_2550_male_urban.json
600-04-6486|377107691549313|Steven|Campbell|M|405 Stacy Green Apt. 055|Contoocook|NH|03229|43.1978|-71.6968|5589|Diplomatic Services operational officer|1951-10-30|380545314744|adults_50up_male_urban.json
699-27-1119|676265172574|Charles|Lewis|M|949 Sandoval Lodge Suite 240|Hialeah|FL|33018|25.9098|-80.3889|347944|Exercise physiologist|1997-01-30|881646414063|adults_2550_male_urban.json
497-28-7795|346837205251182|Charles|Rice|M|910 Ellis Rue|Ames|IA|50010|42.0379|-93.6003|62905|Hydrogeologist|1967-02-18|927431092102|adults_50up_male_urban.json
548-57-7667|4641197713448356|Ashley|Luna|F|7209 Benjamin Estate|Las Vegas|NV|89119|36.1008|-115.1365|1417793|Sub|1968-07-06|172591158940|adults_50up_female_urban.json
024-47-1592|6597642037225401|Johnathan|Murphy|M|175 Ferguson Pike Suite 799|Pittsburgh|PA|15202|40.5053|-80.0685|687276|Building control surveyor|1989-12-15|670981374839|adults_2550_male_urban.json
100-16-5340|213142122975058|Lisa|Martinez|F|3979 Carol Inlet|Rochester|MA|02770|41.7591|-70.8523|5093|Hotel manager|1952-07-23|574700797348|adults_50up_female_urban.json
209-30-7280|4472561481637116|Phillip|Nelson|M|4807 Austin Bypass Suite 876|Verbena|AL|36091|32.7596|-86.5438|3648|Manufacturing engineer|1978-09-22|45021662912|adults_2550_male_urban.json
841-32-5771|6011252511871650|Alexandra|Martinez|F|754 Adam Harbors|Delphi|IN|46923|40.5734|-86.6788|8048|Fish farm manager|1997-12-30|125506522339|adults_2550_female_urban.json
036-26-6894|3589159581297899|Evelyn|Bond|F|704 Martin Center Suite 505|Warsaw|IN|46582|41.2842|-85.8547|33716|Sports development officer|1957-03-01|124772788380|adults_50up_female_urban.json
137-68-3107|4160909162859|Michelle|Norton|F|007 Keller Junction|Clovis|CA|93612|36.8149|-119.7106|109930|Immigration officer|1980-06-12|890833919951|adults_2550_female_urban.json
226-18-8092|340965750969167|Kelly|Price|F|3675 Casey Isle|Waco|TX|76708|31.5765|-97.1786|148766|Art gallery manager|1969-05-01|890759040465|adults_50up_female_urban.json
076-56-2724|3573623735919029|Jane|Johnson|F|662 Holland Loop|Bellevue|WA|98007|47.6174|-122.1426|131324|Primary school teacher|2002-03-02|734601078013|young_adults_female_urban.json
664-08-2743|3576226257726512|Brian|Byrd|M|975 Antonio Underpass Suite 458|Dallas|TX|75227|32.7672|-96.6836|1263321|Chief Marketing Officer|1992-03-11|999094451981|adults_2550_male_urban.json
360-31-1507|180059602959460|Frank|Sanders|M|23350 Nguyen Summit Suite 615|Wales|MA|01081|42.0627|-72.2046|1698|Acupuncturist|1971-02-07|450829593626|adults_50up_male_rural.json
370-42-6544|348900458882992|Bill|Long|M|40195 Castillo Spurs Apt. 440|Tomkins Cove|NY|10986|41.2598|-73.9892|1974|Haematologist|1957-10-26|775215921905|adults_50up_male_rural.json
596-80-6900|30237410627691|Nicholas|Nelson|M|09354 Miles Oval Suite 139|Tuscumbia|AL|35674|34.6874|-87.6833|18475|Writer|1989-08-11|128694848547|adults_2550_male_urban.json
351-08-3920|676150096912|Jody|Johnson|F|178 Harrison Brooks|Orange Park|FL|32003|30.1063|-81.716|98816|Research officer, trade union|2005-01-17|655742858958|young_adults_female_urban.json
214-84-1893|6564157093066689|David|Fletcher|M|92916 Cynthia Island Suite 927|Bronx|NY|10451|40.8222|-73.9217|1382480|Fine artist|1993-12-14|757118663463|adults_2550_male_urban.json
466-22-9468|4660845554325|Nicole|Mcgee|F|6703 Smith Mews Apt. 985|Keller|TX|76248|32.9276|-97.2489|95035|Quarry manager|1965-10-09|957283113223|adults_50up_female_urban.json
812-35-4822|561563966093|Shannon|English|F|17425 Karen Mission Apt. 293|Kenner|LA|70065|30.0252|-90.2522|68211|Museum/gallery exhibitions officer|1956-03-08|917658566436|adults_50up_female_urban.json
656-62-3075|4145901149247691|Crystal|Bruce|F|790 Thomas Stravenue|Questa|NM|87556|36.7587|-105.5976|2417|Tax adviser|1956-11-06|196284735582|adults_50up_female_rural.json
613-61-9807|4270087417261940|Adam|Cunningham|M|525 Armstrong Island|Fall River|MA|02721|41.6883|-71.1574|88252|Hospital pharmacist|1980-09-21|520662116918|adults_2550_male_urban.json
420-51-7581|3531204897687547|Joel|Young|M|78441 Robert Creek|Springfield|IL|62703|39.7622|-89.6275|141894|Financial adviser|1959-10-08|459788857245|adults_50up_male_urban.json
324-15-2330|2709438497024606|Brian|Robinson|M|5294 Morris Forges|Springfield|MA|01119|42.1247|-72.5121|144116|Automotive engineer|1984-04-19|270707569553|adults_2550_male_urban.json
409-32-8386|503892776108|Amy|Hebert|F|497 Bridges Trafficway|North Conway|NH|03860|44.0336|-71.1238|4056|Games developer|1957-02-27|299510680720|adults_50up_female_urban.json
372-49-5509|4108742443556|Michael|Parks|M|1694 Thomas Parkways Apt. 108|Barnegat|NJ|08005|39.7552|-74.247|22448|Land|1938-11-25|210059002932|adults_50up_male_urban.json
254-94-1842|3561111038225868|Gregory|Johnson|M|39151 David Squares|Baton Rouge|LA|70817|30.3904|-91.0021|378909|Communications engineer|1960-09-14|362704619438|adults_50up_male_urban.json
258-50-2075|6011970245875883|Jacob|Reyes|M|1854 Brown Creek|Sheffield Lake|OH|44054|41.4823|-82.0965|12591|Tax adviser|1983-10-12|503187115521|adults_2550_male_urban.json
816-95-1500|6584141771738526|Lisa|Mccann|F|056 Andrew Mountain Suite 291|North Charleston|SC|29405|32.853|-79.9913|71702|Therapist, horticultural|1950-12-18|936124310317|adults_50up_female_urban.json
233-55-4505|346125881066995|Samantha|Bryant|F|62821 Ellis Expressway|Dallas|TX|75217|32.7244|-96.6755|1263321|Teacher, special educational needs|1953-07-03|351100774603|adults_50up_female_urban.json
531-88-3422|6011529273133597|Joshua|Tran|M|42858 Aaron Radial Apt. 477|Brooklyn|NY|11230|40.6225|-73.965|2504700|Tax inspector|1993-11-14|190744170519|adults_2550_male_urban.json
552-80-3530|213143083286428|Benjamin|Lyons|M|639 Wilson Mission|Rancho Mirage|CA|92270|33.7643|-116.4225|17220|Leisure centre manager|1951-08-14|760202611568|adults_50up_male_urban.json
196-99-0355|4243947172862956|Ashley|Jones|F|08362 Daniel Park Apt. 079|Pomona|CA|91768|34.0662|-117.7763|154204|Occupational hygienist|1968-02-14|981573004162|adults_50up_female_urban.json
074-45-3428|6545070145610921|Sara|Stewart|F|6198 Wesley Avenue|Swayzee|IN|46986|40.5112|-85.8265|1915|Architectural technologist|1964-08-12|424069413181|adults_50up_female_rural.json
022-71-5158|344083597750794|Crystal|Zamora|F|134 Lawson Drive Suite 523|Manistee|MI|49660|44.2635|-86.1825|14066|Historic buildings inspector/conservation officer|1983-09-10|679544212044|adults_2550_female_urban.json
188-81-6017|4931750831262309760|Amber|Cunningham|F|79192 Kirk Lakes Suite 828|Merrillville|IN|46410|41.4957|-87.3509|38340|Civil engineer, consulting|1990-04-25|351595248545|adults_2550_female_urban.json
357-62-2166|630428073864|Brenda|Edwards|F|2851 Audrey Shore Suite 011|Florence|AL|35630|34.8305|-87.656|63217|Horticultural consultant|1936-05-11|487092925324|adults_50up_female_urban.json
297-39-3752|4560152969978193325|Mark|Fowler|M|10018 Jensen Walks Apt. 184|Caledonia|WI|53108|42.8295|-87.9228|3329|Occupational hygienist|1963-09-03|564893697784|adults_50up_male_urban.json
791-45-3616|6588876320526858|Michelle|Goodman|F|9130 Barnes Ports Suite 567|Daytona Beach|FL|32114|29.2012|-81.0371|145713|Chief Technology Officer|1935-05-28|485845846621|adults_50up_female_urban.json
128-47-2730|213120415817567|Ryan|Brown|M|947 Graham Cove|Clay|NY|13041|43.1737|-76.1707|10705|Diagnostic radiographer|2004-02-07|406132093251|young_adults_male_urban.json
869-51-2557|4822968253266549045|Michael|Adams|M|8353 Francis Junction Suite 071|Philadelphia|PA|19136|40.0422|-75.0244|1526206|Engineer, water|1969-10-19|60682162081|adults_50up_male_urban.json
